omv:keywords,http://vocabs.lter-europe.net/EnvThes/21672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,
dct:publisher,https://ror.org/00pggkr55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,
omv:knownUsage,metadata and keywords for ecological research data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,
dct:audience,http://schema.org/Researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,
doap:repository,https://ecoportal.lifewatch.eu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,
doap:repository,https://bioportal.bioontology.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,
dct:subject,http://semanticscience.org/resource/SIO_001080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,
schema:includedInDataCatalog,https://ecoportal.lifewatch.eu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,
schema:includedInDataCatalog,https://bioportal.bioontology.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,2023-11-05
dct:description,EnvThes compiles a set of terms in order to describe in a harmonised way data resulting from observations and measurements of ecosystem processes across different domain specific sciences. It is used by DEIMS-SDR for common keywords for annotation and quering metadata purposes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,
dct:creator,Ulf Grandin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dct:creator,Miki Kertész,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05
dct:creator,Johannes Peterseil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,2023-11-05
dct:creator,Mark Frenzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,2023-11-05
dct:creator,Barbara Magagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,2023-11-05
voaf:hasEquivalencesWith,http://emily.lternet.edu/vocab/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-06,,2023-11-06
voaf:hasEquivalencesWith,http://purl.obolibrary.org/obo/envo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-06,,2023-11-06
voaf:hasEquivalencesWith,https://www.eionet.europa.eu/gemet/en/themes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-06,,2023-11-06
voaf:metadataVoc,http://www.isibang.ac.in/ns/mod/1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-06,,2023-11-06
omv:usedOntologyEngineeringTool,https://github.com/fair-data-collective/sheet2rdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-06,,2023-11-06
dct:license,https://creativecommons.org/licenses/by/4.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,2023-11-05
dct:language,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,2023-11-05
owl:versionInfo,5.0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,2023-11-06
dct:created,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-05,,2023-11-05
dct:modified,2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-06
Identifier,skos:prefLabel@en,"skos:altLabel@en(separator="","")",skos:definition@en,"dct:source(separator="","")","skos:broader(separator="","")","skos:exactMatch(separator="","")",dct:isReplacedBy,"skos:closeMatch(separator="","")","skos:narrowMatch(separator="","")","skos:related(separator="","")",iop:hasProperty,iop:hasObjectOfInterest,iop:hasMatrix,"iop:hasContextObject(separator="","")","iop:hasConstraint(separator="","")","puv:statistic(separator="","")","puv:usesMethod(separator="","")","sosa:madeBySensor(separator="","")",puv:uom,rdf:type,skos:note@en,skos:changeNote@en,skos:editorialNote@en,skos:scopeNote@en,skos:example@en,owl:deprecated^^xsd:boolean,skos:hiddenLabel,skos:prefLabel@de,skos:prefLabel@ar,skos:prefLabel@bg,skos:prefLabel@cs,skos:prefLabel@da,skos:prefLabel@el,skos:prefLabel@es,skos:prefLabel@et,skos:prefLabel@fi,skos:prefLabel@fr,skos:prefLabel@hr,skos:prefLabel@hu,skos:prefLabel@it,skos:prefLabel@ja,skos:prefLabel@lt,skos:prefLabel@lv,skos:prefLabel@nl,skos:prefLabel@no,skos:prefLabel@pl,skos:prefLabel@pt,skos:prefLabel@ro,skos:prefLabel@sk,skos:prefLabel@sl,skos:prefLabel@sv,skos:prefLabel@zh,skos:altLabel@de,skos:altLabel@el,skos:altLabel@es,skos:altLabel@fi,skos:altLabel@fr,skos:altLabel@hu,skos:altLabel@it,skos:altLabel@ja,skos:altLabel@la,skos:altLabel@lt,skos:altLabel@no,skos:altLabel@pl,skos:altLabel@pt,skos:altLabel@sl,skos:altLabel@sv,skos:altLabel@zh,skos:altLabel@zh-tw,skos:definition@de,skos:definition@es,skos:definition@fi,skos:definition@fr,skos:definition@it,skos:definition@ja,skos:definition@no,skos:definition@pl,skos:definition@pt,skos:definition@zh,skos:definition@sv,"skos:broadMatch(separator="","")","owl:sameAs(separator="","")",rdfs:seeAlso,dct:contributor,dct:created^^xsd:date,dct:creator,dct:modified^^xsd:date
et:USLterCV_668,physical property,,a physical property (quantity) regardless of the object of interest or matrix,,et:1,http://en.wikipedia.org/wiki/physical_properties,,et:msa0221,,,,,,,,,,,,,,,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-12,herbert.schentz@umweltbundesamt.at,2023-01-13
et:10117,bryophytes cover,cover of bryophytes,,,et:20935,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-23,nsb@ceh.ac.uk,2022-03-28
et:EUDIM_018,Area,L2,,,et:1,http://www.qudt.org/qudt/owl/1.0.0/quantity/Instances.html#Area,et:21533,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2022-03-28
et:USLterCV_460,reflectance,reflectivity,"The ratio of the total amount of radiation, as of light, reflected by a surface to the total amount of radiation incident on the surface.",,et:1,"http://aims.fao.org/aos/agrovoc/c_28538,http://en.wikipedia.org/wiki/reflectance",et:21580,,,,,,,,,,,,,,,,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dbpedia.org/resource.Reflectivity , http://dbpedia.org/resource.Reflectance",,,2013-07-12,herbert.schentz@umweltbundesamt.at,2022-03-28
et:EnvEu_83,"sediment (texture, redox, nutrients etc.)",,,,et:1,et:AF_c_1405669284328,,,,,,,,,,,,,,,,,,LTER EU controlled vocabulary,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-14,herbert.schentz@umweltbundesamt.at,2022-03-28
et:AF_c_1405669284328,sediment,,,,et:1,et:EnvEu_83,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,sédiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2022-03-28
et:EnvEU_257,PAR (Photosynthetic Active Radiation),,idem 533_please erase one,,et:1,et:USLterCV_418,,,,,,,,,,,,,,,,,concept 'photosynthetic active radiation' exists,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2022-03-28
et:30028,water table,,"[Henderson's] upper surface of the zone of saturation, below which all available pores in soil and rock are ﬁlled with water.",,et:20935,"et:USLterCV_624,https://vocab.lternet.edu/vocab/vocab/?tema=624,http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/37930,http://www.eionet.europa.eu/gemet/concept/12104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nappe phréatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-12,https://orcid.org/0000-0003-2195-3997,2024-05-16
et:USLterCV_72,boreal forest,,"Forests in the northern temperate areas characterized by a predominance of coniferous trees, such as spruce, fir, and pine",,et:1,"http://aims.fao.org/aos/agrovoc/c_1014,http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/147510",et:21822,,,,,,,,,,,,,,,,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2023-01-13
et:USLterCV_71,boron,B,[GEMET] A very hard almost colourless crystalline metalloid element that in impure form exists as a brown amorphous powder. It occurs principally in borax and is used in hardening steel.,,et:1,"http://aims.fao.org/aos/agrovoc/c_1018,http://en.wikipedia.org/wiki/boron,http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/52040,http://www.eionet.europa.eu/gemet/concept/965",et:20802,,,,,,,,,,,,,,,,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,bore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2022-03-21
et:USLterCV_190,ferns,,[Henderson's] n. common name for a member of the Pterophyta q.v.,,et:1,http://aims.fao.org/aos/agrovoc/c_10793,et:20687,,,,,,,,,,,,,,[controlled by ] Neagu Stefan 07/06/13,,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2023-01-13
et:20687,ferns,,[Henderson's] n. common name for a member of the Pterophyta q.v.,,et:20676,"http://aims.fao.org/aos/agrovoc/c_10793,https://vocab.lternet.edu/vocab/vocab/?tema=190",,,,,,,,,,,,,,,[controlled by ] Neagu Stefan 07/06/13,,,US LTER controlled vocabulary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2023-01-13
et:20101,fertilizer application,,"Any of a large number of natural and synthetic materials, including manure and nitrogen, phosphorus, and potassium compounds, spread on or worked into soil to increase its capacity to support plant growth",,et:10064,http://aims.fao.org/aos/agrovoc/c_10795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,施肥,,,,,,,,,,,施肥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2022-03-27
et:EnvEU_268,fertilizer application,,"Any of a large number of natural and synthetic materials, including manure and nitrogen, phosphorus, and potassium compounds, spread on or worked into soil to increase its capacity to support plant growth",,et:1,http://aims.fao.org/aos/agrovoc/c_10795,et:20101,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2022-03-27
et:USLterCV_74,browsing,,To eat tender parts of woody plants such as leaves and shoots.,,et:1,http://aims.fao.org/aos/agrovoc/c_1118,et:21094,,,,,,,,,,,,,,"[source of definition ] Hend"" , ""[controlled by ] U Grandin, 2013-08-22",,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2023-10-01
et:21017,adaptation,,"[Henderson's] n. (1) evolutionary process involving genetic change by which a pop­ulation becomes ﬁtted to its prevailing environment; (2) structure or habit ﬁtted for some special environment or activity; (3) process by which a cell, organ or organ­ism becomes habituated to a particular level of stimulus and ceases to respond to it, a more intense stimulus then being needed to produce a response; (4) in the eye, increasing sensitivity of retina to the available light.",,et:20982,"http://aims.fao.org/aos/agrovoc/c_117,http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/22650,https://vocab.lternet.edu/vocab/vocab/?tema=14,http://en.wikipedia.org/wiki/adaptation",,,,,,,,,,,,,,,"[controlled by ] Mark Frenzel, 22 May 2013",,,US LTER controlled vocabulary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2018-12-18
et:USLterCV_276,isotope,,"[Henderson's] n. a form of a chemical element having the same atomic number (number of protons) and identical chemical prop­erties as another, but differing in atomic mass as a result of a different number of neutrons in the atomic nucleus. a. isotopic.",,et:1,"http://aims.fao.org/aos/agrovoc/c_11852,http://vocab.lternet.edu/vocab/vocab/index.php?tema=276&/isotopes",et:20883,,,,,,,,,,,,,,,,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2023-01-13
et:20883,isotope,,"[Henderson's] n. a form of a chemical element having the same atomic number (number of protons) and identical chemical prop­erties as another, but differing in atomic mass as a result of a different number of neutrons in the atomic nucleus. a. isotopic.",,et:20748,"http://aims.fao.org/aos/agrovoc/c_11852,https://vocab.lternet.edu/vocab/vocab/?tema=276",,,,,,,,,,,,,,,,,,US LTER controlled vocabulary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2023-01-13
et:USLterCV_81,calcium,Ca,"[GEMET] A malleable silvery-white metallic element of the alkaline hearth group; the fifth most abundant element in the earth crust, occurring especially as forms of calcium carbonate. It is an essential constituent of bones and teeth and is used as a deoxidizer in steel.",,et:1,"http://aims.fao.org/aos/agrovoc/c_1196,http://eurovoc.europa.eu/5304,http://www.eionet.europa.eu/gemet/concept/1111,http://en.wikipedia.org/wiki/calcium,http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/41270",et:20804,,,,,,,,,,,,,,,,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2022-03-21
et:20305,mowing,,"[GEMET] The cutting down of grass, crops or grain with a scythe or a mechanical device.",,et:20297,"http://aims.fao.org/aos/agrovoc/c_12679,http://www.eionet.europa.eu/gemet/concept/5412,https://vocab.lternet.edu/vocab/vocab/?tema=355,http://en.wikipedia.org/wiki/mowing,http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/48640",,,,,,,,,,,,,,,,,,US LTER controlled vocabulary,,,,Mahd,الجزَّ - الحصد,Косене,žatva,mejning,χορτοκοπή,siega,niitmine,niitto,fauchage,košnja,kaszálás/fűnyírás,mietitura,,pjovimas,zāles pļaušana,maaien,slått,koszenie,ceifa,tuns de iarbă,kosenie,košnja,mejning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2018-12-18
et:USLterCV_380,nitrous oxide,"N20,N2O","Nitrous oxide, commonly known as laughing gas, is a chemical compound with the formula N2O. It is an oxide of nitrogen. At room temperature, it is a colourless, non-flammable gas, with a slightly sweet odour and taste. It is used in surgery and dentistry for its anaesthetic and analgesic effects. It is known as \""laughing gas\"" due to the euphoric effects of inhaling it, a property that has led to its recreational use as a dissociative anaesthetic. It is also used as an oxidizer in rocketry and in motor racing to increase the power output of engines. At elevated temperatures, nitrous oxide is a powerful oxidizer similar to molecular oxygen.",,et:1,"http://aims.fao.org/aos/agrovoc/c_12838,http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/49200",et:20852,,,,,,,,,,,,,,,,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2022-03-21
et:USLterCV_700,oceanography,,[GEMET] The scientific study and exploration of the oceans and seas in all their aspects.,,et:1,"http://aims.fao.org/aos/agrovoc/c_12889,http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/109280,http://en.wikipedia.org/wiki/oceanography,http://www.eionet.europa.eu/gemet/concept/5797,http://eurovoc.europa.eu/2114",et:21759,,,,,,,,,,,,,,[controlled by ] Mauro Bastianini 6.6.13,,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,océanographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2022-03-21
et:USLterCV_695,ocean,,"[GEMET] The mass of water occupying all of the Earth's surface not occupied by land, but excluding all lakes and inland seas.",,et:1,"http://aims.fao.org/aos/agrovoc/c_12890,http://en.wikipedia.org/wiki/oceans",et:21811,,,,,,,,,,,,,,[controlled by ] Mauro Bastianini 6.6.13,,,US LTER controlled vocabulary,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2023-01-13
et:20808,carbon dioxide,CO2,"[Henderson's] CO2, a gas present in the atmosphere at a concentration of about 362 ppm. The main sources of atmospheric carbon dioxide are biological respiration, of which it is a waste product, combus­tion, and outgassing from the oceans. Carbon dioxide is removed from the atmo­sphere by photosynthesis and by solution in sea-water. Human activity has enhanced the atmospheric concentration of carbon dioxide by the burning of fossil fuels and biomass. It is a major greenhouse gas, trap­ping heat in the lower atmosphere.",,et:20748,"http://aims.fao.org/aos/agrovoc/c_1302,http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/57650,http://en.wikipedia.org/wiki/carbon_dioxide,https://vocab.lternet.edu/vocab/vocab/?tema=89,http://www.eionet.europa.eu/gemet/concept/1168",,,,,,,,,,,,,,,,,,US LTER controlled vocabulary,,,,Kohlendioxid,ثاني أكسيد الكربون,Въглероден двуокис,oxid uhličitý,carbondioxid,διοξίδιο του άνθρακα,dióxido de carbono,"süsinikdioksiid, süsihappegaas",hiilidioksidi,dioxyde de carbone,ugljični dioksid,szén-dioxid,diossido di carbonio,,anglies dioksidas,oglekļa dioksīds,kooldioxide,karbondioksid,dwutlenek węgla,dióxido de carbono,dioxid de carbon,oxid uhličitý,ogljikov dioksid,koldioxid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource.Carbon_Dioxide,,,2016-03-31,herbert.schentz@umweltbundesamt.at,2018-12-18
